location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
2975,2002989,FI00781-2975,2023-01-08T12:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,9.164141
2975,2002989,FI00781-2975,2023-01-08T13:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,10.01048
2975,2002989,FI00781-2975,2023-01-08T17:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,12.33318
2975,2002989,FI00781-2975,2023-01-08T18:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,10.67672
2975,2002989,FI00781-2975,2023-01-08T19:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,10.38657
2975,2002989,FI00781-2975,2023-01-08T20:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,10.60553
2975,2002989,FI00781-2975,2023-01-08T21:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,10.83347
2975,2002989,FI00781-2975,2023-01-08T22:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,11.61596
2975,2002989,FI00781-2975,2023-01-08T23:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,12.2839
2975,2002989,FI00781-2975,2023-01-09T00:00:00+02:00,60.2239299995377,25.10244,pm10,µg/m³,12.26604
2975,27740,FI00781-2975,2023-01-08T12:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,6.633841
2975,27740,FI00781-2975,2023-01-08T13:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,7.357473
2975,27740,FI00781-2975,2023-01-08T17:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,8.891409
2975,27740,FI00781-2975,2023-01-08T18:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,7.377872
2975,27740,FI00781-2975,2023-01-08T19:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,7.064228
2975,27740,FI00781-2975,2023-01-08T20:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,7.721109
2975,27740,FI00781-2975,2023-01-08T21:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,7.944778
2975,27740,FI00781-2975,2023-01-08T22:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,8.593758
2975,27740,FI00781-2975,2023-01-08T23:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,9.296609
2975,27740,FI00781-2975,2023-01-09T00:00:00+02:00,60.2239299995377,25.10244,pm25,µg/m³,9.264047
2975,6403,FI00781-2975,2023-01-08T12:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,43.7126
2975,6403,FI00781-2975,2023-01-08T13:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,42.83572
2975,6403,FI00781-2975,2023-01-08T17:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,41.4803
2975,6403,FI00781-2975,2023-01-08T18:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,43.64272
2975,6403,FI00781-2975,2023-01-08T19:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,44.43479
2975,6403,FI00781-2975,2023-01-08T20:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,42.95404
2975,6403,FI00781-2975,2023-01-08T21:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,40.93227
2975,6403,FI00781-2975,2023-01-08T22:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,39.19953
2975,6403,FI00781-2975,2023-01-08T23:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,39.4258
2975,6403,FI00781-2975,2023-01-09T00:00:00+02:00,60.2239299995377,25.10244,o3,µg/m³,40.21392
2975,6306,FI00781-2975,2023-01-08T12:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.205544
2975,6306,FI00781-2975,2023-01-08T13:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,3.9973
2975,6306,FI00781-2975,2023-01-08T17:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,5.621634
2975,6306,FI00781-2975,2023-01-08T18:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,3.98799
2975,6306,FI00781-2975,2023-01-08T19:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.15765
2975,6306,FI00781-2975,2023-01-08T20:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.249907
2975,6306,FI00781-2975,2023-01-08T21:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.375758
2975,6306,FI00781-2975,2023-01-08T22:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.676753
2975,6306,FI00781-2975,2023-01-08T23:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,4.017806
2975,6306,FI00781-2975,2023-01-09T00:00:00+02:00,60.2239299995377,25.10244,no2,µg/m³,3.374778
